Day,n_segments,pred_lift_total,actual_model_lift_total,pred_lift_raw_total,actual_model_lift_raw_total,opt_budget_total,act_budget_total,observed_total
2025-09-11,6,3.005544826388359,2.5077508836984634,3.005544826388359,2.5077508836984634,264.2,267.83,2.5045473327497874
2025-09-12,6,3.038693591952324,2.5077508836984634,3.038693591952324,2.5077508836984634,264.69,267.83,1.8920328379127676
2025-09-13,6,2.808516338467598,2.2818703949451447,2.808516338467598,2.2818703949451447,264.69,267.83,1.7052664241438253
2025-09-14,6,2.91297547519207,2.4533820897340775,2.91297547519207,2.4533820897340775,264.2,267.83,1.7603964853456568
2025-09-15,6,3.0938283652067184,2.546610549092293,3.0938283652067184,2.546610549092293,264.2,267.83,3.3977983284871245
2025-09-16,6,3.053326800465584,2.5396055430173874,3.053326800465584,2.5396055430173874,264.2,267.83,2.870644750979287
2025-09-17,6,3.0839219242334366,2.5077508836984634,3.0839219242334366,2.5077508836984634,264.69,267.83,2.0078145375684
2025-09-18,6,3.005544826388359,2.5077508836984634,3.005544826388359,2.5077508836984634,264.2,267.83,2.521894194944765
2025-09-19,6,3.038693591952324,2.5077508836984634,3.038693591952324,2.5077508836984634,264.69,267.83,1.644338158489042
2025-09-20,6,2.808516338467598,2.2818703949451447,2.808516338467598,2.2818703949451447,264.69,267.83,2.0429738256744097
2025-09-21,6,2.91297547519207,2.4533820897340775,2.91297547519207,2.4533820897340775,264.2,267.83,2.583021856463691
2025-09-22,6,3.172205463051796,2.546610549092293,3.172205463051796,2.546610549092293,264.69,267.83,3.061931766384976
2025-09-23,6,3.1317038983106613,2.5396055430173874,3.1317038983106613,2.5396055430173874,264.69,267.83,2.1877230482109984
2025-09-24,6,3.0839219242334366,2.5077508836984634,3.0839219242334366,2.5077508836984634,264.69,267.83,1.7773842580466264
