Day,n_segments,pred_lift_total,actual_model_lift_total,pred_lift_raw_total,actual_model_lift_raw_total,opt_budget_total,act_budget_total,observed_total
2026-03-01,6,1.5855065905315069,2.8597760242109187,1.5855065905315069,2.8597760242109187,338.2300043358672,412.7,13.842806999273042
2026-03-02,6,1.7498001799419811,2.9242191775467816,1.7498001799419811,2.9242191775467816,343.9399948872334,412.7,18.537223462279403
2026-03-03,6,1.808167486372917,3.0425261998940014,1.808167486372917,3.0425261998940014,338.2299959885348,412.7,18.905251008546543
2026-03-04,6,1.0124796605327824,3.0991725881594134,1.0124796605327824,3.0991725881594134,377.9299975202458,412.7,16.607025375874503
2026-03-05,6,2.011774694938615,3.1326523039922707,2.011774694938615,3.1326523039922707,377.92999267679477,412.7,16.735965518063846
2026-03-06,6,1.09945660813966,3.1147665215169655,1.09945660813966,3.1147665215169655,377.92999209565767,412.7,13.27259699832998
2026-03-07,6,2.161131361781079,3.1178939847331453,2.161131361781079,3.1178939847331453,377.9299984274742,412.7,15.877947637881277
2026-03-08,6,1.2388589059538062,3.2461501460191267,1.2388589059538062,3.2461501460191267,377.9299940591262,412.7,14.179916213454467
2026-03-09,6,1.3200671185351103,3.3845830639808123,1.3200671185351103,3.3845830639808123,377.92999943094014,412.7,16.121406723291823
2026-03-10,6,1.370543449524171,3.426843860832358,1.370543449524171,3.426843860832358,377.9299977123144,412.7,15.795387739680518
2026-03-11,6,2.505991086971847,3.453984311940074,2.505991086971847,3.453984311940074,377.9299906867301,412.7,16.465594388445474
2026-03-12,6,1.463890644214373,3.505534594324706,1.463890644214373,3.505534594324706,377.9299995518012,412.7,13.659518521329172
2026-03-13,6,2.629436669230805,3.426610619288901,2.629436669230805,3.426610619288901,377.9300058174882,412.7,19.00410584700255
2026-03-14,6,2.5681186770648257,3.52147755369001,2.568118677064825,3.52147755369001,377.9299934153871,412.7,13.69356562895057
2026-03-15,6,2.4715145989087426,3.612429068462191,2.4715145989087426,3.612429068462191,377.93000049315253,412.7,12.696715797815774
2026-03-16,6,2.4737463429870923,3.7342580131878353,2.4737463429870923,3.7342580131878353,377.92999233860087,412.7,18.054834681663568
2026-03-17,6,1.718468672925905,3.8912104251537123,1.718468672925905,3.8912104251537123,377.9300086805832,412.7,15.123824960235815
2026-03-18,6,1.7412237766996994,3.8468854703560273,1.7412237766996994,3.8468854703560273,377.92999294088486,412.7,12.95240692316233
2026-03-19,6,1.3992792752532561,3.779470172878586,1.3992792752532561,3.779470172878586,377.93000423295643,412.7,13.318977242318558
2026-03-20,6,1.6273451042323845,3.7414150016234387,1.6273451042323845,3.7414150016234387,377.93000618464566,412.7,14.61046123509292
2026-03-21,6,3.0589888352748265,3.7694521087573025,3.0589888352748265,3.7694521087573025,377.93000043898144,412.7,10.399373169205948
2026-03-22,6,2.8087779334150715,3.7989665114767375,2.8087779334150715,3.7989665114767375,377.9300080337723,412.7,12.314267052580494
2026-03-23,6,1.5334385461639297,3.8704808890443054,1.5334385461639297,3.8704808890443054,377.92999176501803,412.7,17.238036819774283
2026-03-24,6,2.9656885890516924,3.916504228812923,2.9656885890516924,3.916504228812923,377.92999204968874,412.7,16.455027260202716
2026-03-25,6,1.7314327781417158,3.9326048047415556,1.7314327781417158,3.9326048047415556,377.9299910674491,412.7,17.043090524943104
2026-03-26,6,1.6072563698989113,3.9645679179378135,1.6072563698989113,3.9645679179378135,377.9300089850218,412.7,13.555150192174533
2026-03-27,6,1.4256434341822244,3.8972734991378086,1.4256434341822244,3.8972734991378086,377.9299907806146,412.7,8.733149717658579
2026-03-28,6,2.953951894721499,3.8606292666851223,2.953951894721499,3.8606292666851223,377.9299953947303,412.7,14.709108388966584
2026-03-29,6,2.0997663945577028,3.965901322351674,2.0997663945577028,3.965901322351674,377.930004154863,412.7,12.004644105655602
2026-03-30,6,1.568919110609544,4.040071734204313,1.568919110609544,4.040071734204313,386.760002634744,412.7,17.69341245975112
2026-03-31,6,1.5219159533636843,5.494203861445358,1.5219159533636843,5.494203861445358,377.9300046458088,412.7,17.469426607891606
