keyword_set_id,n_positive,embed_cohesion,embed_dispersion,embed_course_sim_mean,embed_course_sim_p90,last_month_searches_mean,last_month_searches_std,last_month_searches_p90,competition_index_mean,competition_index_std,competition_index_p90,bid_low_mean,bid_low_std,bid_low_p90,num_unique_keywords,n_broad,n_phrase,n_exact,share_broad,share_phrase,share_exact,broad_last_month_searches_mean,broad_last_month_searches_std,broad_last_month_searches_p90,broad_competition_index_mean,broad_competition_index_std,broad_competition_index_p90,broad_bid_low_mean,broad_bid_low_std,broad_bid_low_p90,phrase_last_month_searches_mean,phrase_last_month_searches_std,phrase_last_month_searches_p90,phrase_competition_index_mean,phrase_competition_index_std,phrase_competition_index_p90,phrase_bid_low_mean,phrase_bid_low_std,phrase_bid_low_p90,exact_last_month_searches_mean,exact_last_month_searches_std,exact_last_month_searches_p90,exact_competition_index_mean,exact_competition_index_std,exact_competition_index_p90,exact_bid_low_mean,exact_bid_low_std,exact_bid_low_p90,embed_cohesion_broad,embed_dispersion_broad,embed_course_sim_mean_broad,embed_course_sim_p90_broad,embed_cohesion_phrase,embed_dispersion_phrase,embed_course_sim_mean_phrase,embed_course_sim_p90_phrase,embed_cohesion_exact,embed_dispersion_exact,embed_course_sim_mean_exact,embed_course_sim_p90_exact
ks_0001,8,0.490798150130706,0.25538709293829825,0.597161398481538,0.8861044281375947,10710.0,25838.686941428405,29954.000000000025,42.142857142857146,15.2074095796243,58.80000000000001,0.6213155714285714,0.46115374616587074,1.0316654000000005,8,8,0,0,1.0,0.0,0.0,10710.0,25838.686941428405,29954.000000000025,42.142857142857146,15.2074095796243,58.80000000000001,0.6213155714285714,0.46115374616587074,1.0316654000000005,,,,,,,,,,,,,,,,,,,0.490798150130706,0.25538709293829825,0.597161398481538,0.8861044281375947,,,,,,,,
ks_0002,7,0.44907191393372514,0.2735181170686675,0.5680788929697709,0.8885244095227199,12491.666666666666,27508.00514799687,37295.0,42.833333333333336,16.323976911960585,61.0,0.659652,0.4876666910715418,1.148992,7,7,0,0,1.0,0.0,0.0,12491.666666666666,27508.00514799687,37295.0,42.833333333333336,16.323976911960585,61.0,0.659652,0.4876666910715418,1.148992,,,,,,,,,,,,,,,,,,,0.44907191393372514,0.2735181170686675,0.5680788929697709,0.8885244095227199,,,,,,,,
ks_0003,7,0.47266087876557833,0.25973312991837627,0.5534638414312619,0.8319811558312329,12466.666666666666,27519.257903431106,37295.0,43.666666666666664,15.92342788332825,61.0,0.6558833333333335,0.48963462166009286,1.148992,7,7,0,0,1.0,0.0,0.0,12466.666666666666,27519.257903431106,37295.0,43.666666666666664,15.92342788332825,61.0,0.6558833333333335,0.48963462166009286,1.148992,,,,,,,,,,,,,,,,,,,0.47266087876557833,0.25973312991837627,0.5534638414312619,0.8319811558312329,,,,,,,,
ks_0004,36,0.4103486286250426,0.3467559159210461,0.5622042147545353,0.874958029026925,7132.068965517241,18839.719483106437,16279.999999999995,39.58620689655172,19.268550831072055,62.199999999999996,0.8265820357142858,0.5797315835729794,1.5735155000000003,36,0,27,29,0.0,0.48214285714285715,0.5178571428571429,,,,,,,,,,8763.333333333334,21450.47859013947,14800.0,36.285714285714285,21.3388598283861,67.0,0.725033,0.4737951763200956,1.438469,7716.538461538462,19797.61037295385,18500.0,41.88461538461539,18.265829642925578,64.0,0.83714568,0.5850931897612701,1.6429910000000003,,,,,0.3727855888903128,0.37070217522743093,0.5036089079849372,0.8678971810863284,0.442394171123169,0.3205723303217187,0.592527600742362,0.9009479932959651
ks_0005,36,0.41399067774412346,0.34405128670593343,0.565570476945124,0.8898670295040811,7379.285714285715,19126.915950448212,17020.000000000007,39.107142857142854,19.43917121564138,62.800000000000004,0.801491,0.5752466922153197,1.5826466000000006,36,0,29,28,0.0,0.5087719298245614,0.49122807017543857,,,,,,,,,,8975.652173913044,20762.895799140675,20720.000000000004,37.52173913043478,21.00904477106983,65.80000000000001,0.7515474782608697,0.5318761564228265,1.4722226,8340.0,20483.02427214627,19979.999999999993,40.916666666666664,18.688045792847245,65.19999999999999,0.8080833043478262,0.5932289796340052,1.6761938000000003,,,,,0.3828681239516335,0.36427322419983676,0.5270564171698533,0.8570809929638306,0.4308183945474157,0.3283257418759286,0.596339233782132,0.9009772024309761
ks_0006,28,0.4775014355581885,0.2956122526814092,0.6299571982460641,0.9009772024309761,8608.260869565218,20881.231775297314,20720.000000000004,42.73913043478261,18.154451822706925,65.80000000000001,0.7874762272727271,0.5914072405839952,1.7059094000000006,28,0,17,22,0.0,0.4358974358974359,0.5641025641025641,,,,,,,,,,12337.142857142857,25503.754465504382,56240.00000000006,37.642857142857146,20.80387032280684,66.60000000000002,0.7864871428571428,0.5588794991127792,1.6464782000000002,6498.9473684210525,16943.15663584279,16279.999999999995,42.473684210526315,17.67355568744216,62.199999999999996,0.7584056666666666,0.6058981010481694,1.5861317000000004,,,,,0.46002408976260284,0.2987244631397055,0.625760011075858,0.901006411565987,0.4892496945574567,0.28413296099716545,0.6422038997173575,0.8989479481366693
ks_0007,37,0.4202188072761254,0.3397814231329787,0.570762059868797,0.8876625203997087,7132.068965517241,18839.719483106437,16279.999999999995,39.58620689655172,19.268550831072055,62.199999999999996,0.8265820357142858,0.5797315835729794,1.5735155000000003,37,0,30,30,0.0,0.5,0.5,,,,,,,,,,8606.25,20402.793071150005,19979.999999999993,38.083333333333336,20.742301115246484,65.19999999999999,0.8125112916666666,0.5971486911971394,1.6591357999999998,7630.740740740741,19432.454130278482,17760.000000000015,41.81481481481482,17.927915408424717,63.40000000000001,0.8618962692307692,0.5869260076990152,1.6198325,,,,,0.38484956205565574,0.36332537615157995,0.5428212054863641,0.9009187841609542,0.4105612259818845,0.34409666480912765,0.5724949575800328,0.9009187841609542
ks_0008,28,0.4661505966600593,0.3034250601852305,0.6133725913088944,0.9009772024309761,9105.90909090909,21228.748873143897,21460.000000000015,43.54545454545455,18.284934863849163,66.4,0.855814,0.6045434768486759,1.735625,28,0,17,20,0.0,0.4594594594594595,0.5405405405405406,,,,,,,,,,15134.615384615385,25955.240352868008,63640.00000000004,39.46153846153846,22.176270702003094,69.80000000000001,0.6879019999999999,0.5066585330440095,1.4347992,11084.444444444445,23005.99444159964,37740.00000000004,44.833333333333336,19.224550276491083,68.5,0.9310428235294118,0.6463168266215458,1.8136462,,,,,0.4440787149970018,0.30950744605418035,0.5988686844808966,0.901006411565987,0.41090028626727787,0.3364072996539318,0.5737214759599263,0.8810782022216024
ks_0009,8,0.490798150130706,0.25538709293829825,0.597161398481538,0.8861044281375947,10710.0,25838.686941428405,29954.000000000025,42.142857142857146,15.2074095796243,58.80000000000001,0.6213155714285714,0.46115374616587074,1.0316654000000005,8,8,0,0,1.0,0.0,0.0,10710.0,25838.686941428405,29954.000000000025,42.142857142857146,15.2074095796243,58.80000000000001,0.6213155714285714,0.46115374616587074,1.0316654000000005,,,,,,,,,,,,,,,,,,,0.490798150130706,0.25538709293829825,0.597161398481538,0.8861044281375947,,,,,,,,
ks_0010,37,0.4202188072761254,0.3397814231329787,0.570762059868797,0.8876625203997087,7132.068965517241,18839.719483106437,16279.999999999995,39.58620689655172,19.268550831072055,62.199999999999996,0.8265820357142858,0.5797315835729794,1.5735155000000003,37,0,31,32,0.0,0.49206349206349204,0.5079365079365079,,,,,,,,,,8602.916666666666,20404.187372360335,19979.999999999993,37.916666666666664,20.6537257871041,65.19999999999999,0.7436646250000001,0.5220481534314956,1.4680034,7375.357142857143,19128.376729378277,17020.000000000007,40.964285714285715,18.15111594927655,62.800000000000004,0.8436473703703704,0.5834227633893159,1.5966740000000006,,,,,0.3863669481215076,0.36269194050525405,0.5333069939280521,0.8490264830279066,0.4122846069743754,0.34376017112254326,0.5648017432836112,0.8986850659215708
