opt_date,optimizer_winner,n_segments,total_budget,plan_budget_total,n_segments_zero_budget,holdout_r2,holdout_rmse,holdout_mae,n_holdout,pred_lift_total,actual_model_lift_total,observed_total,rmse_pred_lift_vs_observed,pred_lift_raw_total,actual_model_lift_raw_total,act_budget_total
2025-01-08,xgboost,6,402.35,402.31,0,0.9080715940052075,0.11581679791255943,0.0907488951895703,6.0,3.201703116297722,3.182247206568718,2.9349550281593833,0.5445036379336509,3.201703116297722,3.182247206568718,402.35
2025-01-09,xgboost,6,402.35,402.31,0,0.9297281725457864,0.09545874961284405,0.07647034082241828,6.0,3.201703116297722,3.182247206568718,3.2734430492612514,0.6601840482901717,3.201703116297722,3.182247206568718,402.35
2025-01-10,xgboost,6,402.35,397.04,1,0.8886199450611488,0.14586572754359983,0.10648832542197469,6.0,3.0831273943185806,3.137018844485283,3.5280574584187594,0.7657335159768162,3.0831273943185806,3.137018844485283,402.35
2025-01-11,xgboost,6,402.35,402.31,0,0.8814770891732262,0.08860605159355774,0.08558231533393146,6.0,2.945170357823372,2.925714448094368,2.5587573973115196,0.464211557206837,2.945170357823372,2.925714448094368,402.35
2025-01-12,xgboost,6,402.35,402.31,0,0.7036615566118593,0.13726152101230488,0.11553190078076431,6.0,3.131166025996208,3.1117101162672043,2.4185187115826183,0.418155033447919,3.131166025996208,3.1117101162672043,402.35
2025-01-13,xgboost,6,402.35,402.35,0,0.8940505482394209,0.13029412896946513,0.09175678925548943,6.0,3.2499944418668747,3.2305386513471603,3.545061681123821,0.739653370050022,3.2499944418668747,3.2305386513471603,402.35
2025-01-14,xgboost,6,402.35,402.31,0,0.9166404892932821,0.12522264940094005,0.11607879466444883,6.0,3.2494850903749466,3.2300291806459427,3.393869427771295,0.6735199591433833,3.2494850903749466,3.2300291806459427,402.35
2025-01-15,xgboost,6,402.35,402.31,0,0.9479894602058716,0.08931968812001398,0.08400965587656813,6.0,3.201703116297722,3.182247206568718,3.4065500391793546,0.6833718640322304,3.201703116297722,3.182247206568718,402.35
2025-01-16,xgboost,6,402.35,402.31,0,0.7922654842691939,0.2096077657460489,0.16280784734642081,6.0,3.201703116297722,3.182247206568718,3.350319000778308,0.7207536573893002,3.201703116297722,3.182247206568718,402.35
2025-01-17,xgboost,6,402.35,402.31,0,0.9245601554446627,0.10314663284202615,0.09820955148786448,6.0,3.156474754214287,3.137018844485283,2.901918352456882,0.5581138353863363,3.156474754214287,3.137018844485283,402.35
2025-01-18,xgboost,6,402.35,398.79,0,0.30489423798461646,0.19304706121572038,0.13940617886850298,6.0,2.933120936155319,2.925714448094368,2.151306158154304,0.4458480939794392,2.933120936155319,2.925714448094368,402.35
2025-01-19,xgboost,6,402.35,398.79,0,0.8898197507458276,0.10636304725906118,0.08761213484815888,6.0,3.1140104085206985,3.1117101162672043,2.8583786648027307,0.5600612747826675,3.1140104085206985,3.1117101162672043,402.35
2025-01-20,xgboost,6,402.35,402.31,0,0.7638520170423572,0.2698945980505502,0.205659082926563,6.0,3.2499944418668747,3.2305386513471603,3.6366429217318244,0.8044477374063734,3.2499944418668747,3.2305386513471603,402.35
2025-01-21,xgboost,6,402.35,402.31,0,0.8364411555456066,0.18398711785025865,0.13228111633638778,6.0,3.2494850903749466,3.2300291806459427,3.5926731406532957,0.7498613003674662,3.2494850903749466,3.2300291806459427,402.35
