Day,n_segments,pred_lift_total,actual_model_lift_total,pred_lift_raw_total,actual_model_lift_raw_total,opt_budget_total,act_budget_total,observed_total
2026-03-01,6,13.37145686493808,16.01869327409678,13.37145686493808,16.01869327409678,412.7000000000001,412.7,13.842806999273042
2026-03-02,6,14.412381462531034,16.582412946232687,14.412381462531034,16.582412946232687,412.70000000000005,412.7,18.537223462279403
2026-03-03,6,14.316505346881302,16.53407327142159,14.316505346881302,16.53407327142159,412.70000000000005,412.7,18.905251008546543
2026-03-04,6,13.812068718852094,16.174046750870474,13.812068718852094,16.174046750870474,412.7000000000001,412.7,16.607025375874503
2026-03-05,6,15.278747647700197,16.274699228154965,15.278747647700197,16.274699228154965,412.70000000000005,412.7,16.735965518063846
2026-03-06,6,14.739072431203729,15.848638264467652,14.739072431203729,15.848638264467652,412.70000000000005,412.7,13.27259699832998
2026-03-07,6,14.739914459581101,15.8037408552725,14.739914459581101,15.8037408552725,412.6999999999998,412.7,15.877947637881277
2026-03-08,6,14.955075890690445,16.001709085929246,14.955075890690445,16.001709085929246,412.6999999999999,412.7,14.179916213454467
2026-03-09,6,15.699393996350864,16.56566943026955,15.699393996350864,16.56566943026955,412.70000000000005,412.7,16.121406723291823
2026-03-10,6,15.603528248132948,16.517329244363737,15.603528248132948,16.517329244363737,412.70000000000005,412.7,15.795387739680518
2026-03-11,6,13.774005185404842,16.15716552675724,13.774005185404842,16.15716552675724,412.7,412.7,16.465594388445474
2026-03-12,6,13.913605855583562,16.257857284103796,13.913605855583562,16.257857284103796,412.70000000000005,412.7,13.659518521329172
2026-03-13,6,13.36967222628577,15.83160013106431,13.36967222628577,15.83160013106431,412.7,412.7,19.00410584700255
2026-03-14,6,13.369279471297851,15.786645809814608,13.369279471297851,15.786645809814608,412.70000000000005,412.7,13.69356562895057
2026-03-15,6,13.5869054347802,15.984727551463253,13.5869054347802,15.984727551463253,412.7,412.7,12.696715797815774
2026-03-16,6,14.3364477561285,16.54892876485302,14.3364477561285,16.54892876485302,412.70000000000005,412.7,18.054834681663568
2026-03-17,6,14.240625012040432,16.50058806743446,14.240625012040432,16.50058806743446,412.7,412.7,15.123824960235815
2026-03-18,6,15.063811149434883,16.140287040559528,15.063811149434883,16.140287040559528,412.7,412.7,12.95240692316233
2026-03-19,6,15.202614390360488,16.2410181100952,15.202614390360488,16.2410181100952,412.7,412.7,13.318977242318558
2026-03-20,6,14.662665358440776,15.814564607240856,14.662665358440776,15.814564607240856,412.7,412.7,14.61046123509292
2026-03-21,6,14.663427956420309,15.769553327388422,14.663427956420309,15.769553327388422,412.7000000000001,412.7,10.399373169205948
2026-03-22,6,14.878747811317403,15.967748672869252,14.878747811317403,15.967748672869252,412.7000000000008,412.7,12.314267052580494
2026-03-23,6,15.623402090475436,16.532190952314547,15.623402090475436,16.532190952314547,412.7,412.7,17.238036819774283
2026-03-24,6,15.527535628354975,16.483849742964875,15.527535628354975,16.483849742964875,412.7,412.7,16.455027260202716
2026-03-25,6,15.025692180285585,16.12341129451668,15.025692180285585,16.12341129451668,412.7,412.7,17.043090524943104
2026-03-26,6,15.16452286137369,16.224181708394784,15.16452286137369,16.224181708394784,412.7,412.7,13.555150192174533
2026-03-27,6,14.62443677601209,15.79753169513167,14.62443677601209,15.79753169513167,412.7,412.7,8.733149717658579
2026-03-28,6,14.62515961651817,15.752463410090225,14.62515961651817,15.752463410090225,412.7,412.7,14.709108388966584
2026-03-29,6,17.763301998465288,15.950772452319478,17.763301998465288,15.950772452319478,412.69999999999993,412.7,12.004644105655602
2026-03-30,6,18.644552931702304,16.515455994987498,18.644552931702304,16.515455994987498,412.7,412.7,17.69341245975112
2026-03-31,6,18.548396405692145,14.615292717102689,18.548396405692145,14.615292717102689,412.7,412.7,17.469426607891606
