opt_date,optimizer_winner,n_segments,total_budget,plan_budget_total,n_segments_zero_budget,holdout_r2,holdout_rmse,holdout_mae,n_holdout,pred_level_total,actual_model_level_total,observed_total,rmse_pred_vs_observed,mean_error,pred_total,total_bias_pct,mean_observed_target,nrmse,r2_pred_vs_observed,act_budget_total
2026-05-12,xgboost,6,412.7,400.81,0,-0.9053695129104713,0.28384096783292345,0.17843014591269446,3.0,3.880266882479191,2.764080762863159,6.420000081515706,0.6707071668868376,-0.42328886650608605,3.880266882479191,-39.55970664780594,1.070000013585951,0.6268291199726802,-9.6388564269165,367.27
2026-05-13,xgboost,6,412.7,398.34,0,-3.18865947531015,0.09425643146356387,0.078660478952627,3.0,3.787399150431156,2.7322484850883484,5.397204529888458,0.5283285545110104,-0.26830089657621686,3.787399150431156,-29.826651381146956,0.899534088314743,0.5873357790151367,-130.60161999341912,367.27
2026-05-14,xgboost,6,412.7,398.34,0,-0.6704360491284176,0.2889965730307426,0.24500579400731737,3.0,3.787399150431156,2.7322484850883484,6.934531734220601,0.6970423149155326,-0.5245220972982408,3.787399150431156,-45.383490975445994,1.1557552890367668,0.6031054510652196,-8.717683602201868,367.27
2026-05-15,xgboost,6,412.7,398.34,0,-13.921807381681388,0.2321066317727533,0.19920904676927267,3.0,3.7421708181500435,2.7322484850883484,4.269242689561061,0.4743330702019541,-0.0878453119018362,3.7421708181500435,-12.34579314733705,0.7115404482601768,0.6666283994982571,-61.31794732866949,367.27
2026-05-16,xgboost,6,412.7,398.34,0,-6.208435037144602,0.35412401662268816,0.33705779449092216,3.0,3.5109830126166344,2.4885559678077698,2.954765168670006,0.43263872546526727,0.09270297399110466,3.5109830126166344,18.82443484322621,0.492460861445001,0.8785240804635704,-9.759225426139187,367.27
2026-05-17,xgboost,6,412.7,400.81,0,-3.6836915248333773,0.5078195508642797,0.43895921203180405,3.0,3.739954926073551,2.6778836846351624,2.7220120970795003,0.5471931824506512,0.1696571381656751,3.739954926073551,37.39670481575822,0.4536686828465834,1.2061515443764825,-4.438145280199895,367.27
2026-05-18,xgboost,6,412.7,400.81,0,-0.18805860378394734,0.28436308225326745,0.21472736051524877,3.0,3.880808688700199,2.751116454601288,6.066756460055759,0.6428463265121904,-0.36432462855926007,3.880808688700199,-36.03157281404154,1.0111260766759598,0.6357726710258768,-5.071636608674651,367.27
2026-05-19,xgboost,6,412.7,400.81,0,-0.3048849850831796,0.4847650571724756,0.37825789160400564,3.0,3.880266882479191,2.764080762863159,6.484117360942666,0.7791433967954142,-0.4339750797439124,3.880266882479191,-40.157361958743536,1.0806862268237778,0.7209709696082444,-2.370888657080289,367.27
2026-05-20,xgboost,6,412.7,400.81,0,-0.08606191796907314,0.13282549274698646,0.0935535849655544,3.0,3.8325184360146523,2.7322484850883484,5.799587245553896,0.5717551602106027,-0.3278448015898739,3.8325184360146523,-33.917393191166255,0.9665978742589827,0.5915129501489169,-19.123888394980177,367.27
2026-05-21,xgboost,6,412.7,380.13,0,-2.5824975702508266,0.13513996192136596,0.10570763144376509,3.0,3.731240339577198,2.7322484850883484,5.956515374283562,0.5667795921561901,-0.37087917245106067,3.731240339577198,-37.35867188916667,0.9927525623805936,0.5709172795253916,-62.015404563588945,367.27
2026-05-22,xgboost,6,412.7,410.71000000000004,1,0.08948442156488234,0.14667774713696577,0.13587943496559954,3.0,3.6630410999059677,2.7322484850883484,6.279773579970294,0.6528458777659584,-0.43612208001072106,3.6630410999059677,-41.6692169986916,1.0466289299950489,0.6237605889310233,-17.037662281164668,367.27
2026-05-23,xgboost,6,412.7,405.59000000000003,0,0.22583404930246553,0.12137597476667832,0.08344183033274588,3.0,3.5560232624411583,2.4885559678077698,4.506393736929778,0.4415330538054472,-0.1583950790814366,3.5560232624411583,-21.08937944548339,0.7510656228216296,0.5878754670553026,-9.244600963913355,367.27
2026-05-24,xgboost,6,412.7,400.81,0,0.2738702784817899,0.1488815448026309,0.12069723076535714,3.0,3.739954926073551,2.6778836846351624,4.642151438074117,0.46361278519056437,-0.15036608533342763,3.739954926073551,-19.43487893567855,0.7736919063456861,0.5992214489877601,-6.04114501469861,367.27
2026-05-25,xgboost,6,412.7,400.81,0,-4.439542312883861,0.39793990611536884,0.3700916961752796,3.0,3.880808688700199,2.751116454601288,3.281682732150898,0.49300645110043834,0.09985432609155015,3.880808688700199,18.256669076495967,0.5469471220251497,0.9013786365215921,-7.348963788074018,367.27
